Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Counter-Strike: Source,PC,2004,Shooter,88.0,8.9,M
America's Army: True Soldiers,X360,2007,Shooter,43.0,6.7,T
Raiden Fighters Aces,X360,2008,Shooter,73.0,7.5,E10+
Star Wars: Empire at War,PC,2006,Strategy,79.0,8.4,T
Sega GT Online,XB,2003,Racing,72.0,9.2,T
Knights in the Nightmare,DS,2008,Role-Playing,76.0,8.6,T
Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,34.0,6.5,E10+
Onimusha Tactics,GBA,2003,Strategy,64.0,8.7,T
Bomberman Jetters,GC,2002,Puzzle,70.0,7.9,E
TOCA Race Driver 3,PS2,2006,Racing,82.0,7.2,E10+
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,31.0,5,T
Blacksite: Area 51,PS3,2007,Shooter,56.0,6.3,T
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,73.0,7.3,E
Ultimate Brain Games,GBA,2003,Misc,80.0,8.3,E
Exit,PSP,2005,Puzzle,77.0,7.7,E
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,60.0,7.8,T
Aliens versus Predator: Extinction,XB,2003,Strategy,64.0,7.7,T
Bejeweled 3,PC,2010,Puzzle,82.0,8.1,E
RTX Red Rock,PS2,2003,Shooter,49.0,5,T
FIFA Street 2,XB,2006,Sports,63.0,7.1,E
Smart Bomb,PSP,2005,Puzzle,45.0,5.4,E10+
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,77.0,8.8,T
Shining Soul II,GBA,2003,Role-Playing,74.0,8.3,E
Hello Kitty: Roller Rescue,GC,2005,Action,64.0,6.8,E
Metal Slug Advance,GBA,2004,Shooter,79.0,8.3,T
Pac-Man World Rally,GC,2006,Racing,57.0,7.8,E
Blazing Angels: Squadrons of WWII,XB,2006,Simulation,69.0,6.8,T
NHL 2K7,X360,2006,Sports,78.0,7.9,E10+
Miami Nights: Singles in the City,DS,2008,Simulation,48.0,7.1,T
Strider 2,PS,2000,Platform,69.0,8.1,E
Death Jr. and the Science Fair of Doom,DS,2007,Platform,47.0,7.5,E10+
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,82.0,7.9,M
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,46.0,7.3,T
Don King Boxing,DS,2009,Sports,71.0,7.8,T
Grand Prix Challenge,PS2,2002,Racing,76.0,9.2,E
FIFA Soccer 2005,GBA,2004,Sports,75.0,7.8,E
ShellShock 2: Blood Trails,PS3,2009,Shooter,35.0,4.8,M
NHL 06,GC,2005,Sports,78.0,9.3,E10+
State of Emergency 2,PS2,2006,Shooter,44.0,5.8,M
Fatal Frame III: The Tormented,PS2,2005,Action,78.0,8.9,M
Seven Samurai 20XX,PS2,2004,Action,52.0,7,T
Tornado Outbreak,X360,2009,Action,62.0,8,E10+
Ninjabread Man,Wii,2007,Action,20.0,1.7,E
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,78.0,8,T
Battlefield 2,PC,2005,Shooter,91.0,8.4,T
Swingerz Golf,GC,2002,Sports,72.0,9.3,E
The King of Fighters 2006,PS2,2006,Fighting,66.0,8.6,T
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,70.0,8.8,T
FIFA Soccer 2003,GC,2002,Sports,86.0,7.8,E
The Italian Job,XB,2003,Racing,54.0,5.8,T
Smuggler's Run: Warzones,GC,2002,Misc,79.0,6.9,T
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,56.0,7.8,E
NBA 10: The Inside,PSP,2009,Sports,69.0,3,E
Space Channel 5 Special Edition,PS2,2003,Misc,79.0,8.6,T
The Legend of Alon D'ar,PS2,2001,Role-Playing,43.0,6.7,T
Big Mutha Truckers,GC,2003,Racing,63.0,8.2,T
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,73.0,9,T
Samurai Shodown Sen,X360,2009,Fighting,46.0,5.2,M
Samurai Western,PS2,2004,Action,58.0,7.6,M
Looney Tunes: Acme Arsenal,X360,2007,Action,40.0,6.8,E10+
Line Rider 2: Unbound,DS,2008,Puzzle,59.0,5.6,E
Harry Potter and the Sorcerer's Stone,GC,2003,Action,62.0,8.3,E
High Heat Major League Baseball 2004,XB,2003,Sports,83.0,8.4,E
TimeSplitters: Future Perfect,GC,2005,Shooter,82.0,9.1,M
Incredible Crisis,PS,1999,Action,80.0,7.5,T
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,80.0,9.1,T
Ice Age 2: The Meltdown,Wii,2006,Platform,66.0,7.8,E10+
Hidden Invasion,PS2,2001,Shooter,39.0,5.8,T
Superman: Shadow of Apokolips,GC,2003,Action,66.0,7.3,E
Armored Core 3 Portable,PSP,2009,Simulation,43.0,6.7,T
Batman: Dark Tomorrow,GC,2003,Action,29.0,3.2,T
Crush,PSP,2007,Puzzle,83.0,9,E10+
Earth Defense Force 2017,X360,2006,Action,69.0,7.7,T
Tomb Raider: Legend,GC,2006,Action,78.0,7.8,T
RoadKill,XB,2003,Action,68.0,7.4,M
From Russia With Love,PSP,2006,Action,61.0,6.9,T
Taz Wanted,GC,2002,Platform,61.0,7,E
Tomb Raider: Underworld,PC,2008,Action,80.0,7.7,T
Evolution Worlds,GC,2002,Role-Playing,63.0,8,E
Far Cry Vengeance,Wii,2006,Shooter,38.0,5.3,M
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,51.0,6.3,E
Worms: A Space Oddity,Wii,2008,Strategy,64.0,4.3,E10+
MLB Front Office Manager,PS3,2009,Sports,49.0,6.5,E
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,74.0,6.7,T
Super Monkey Ball Adventure,PSP,2006,Platform,56.0,5.9,E
Worms: Open Warfare,DS,2006,Strategy,64.0,7,E10+
Gadget Racers,PS2,2000,Racing,67.0,7.4,E
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,71.0,8.2,T
Ultimate Ghosts 'n Goblins,PSP,2006,Platform,72.0,7.7,E10+
Samurai Warriors 2,X360,2006,Action,52.0,8.7,T
TrackMania DS,DS,2008,Racing,75.0,6.9,E
Silent Hunter III,PC,2005,Simulation,90.0,7.9,T
Alien Syndrome,PSP,2007,Role-Playing,51.0,6,T
Endgame,PS2,2002,Shooter,57.0,6.8,T
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,49.0,7,E
WWE Crush Hour,GC,2003,Racing,55.0,7,T
NHL Hitz 20-03,GC,2002,Sports,82.0,8.4,E
C.O.P.: The Recruit,DS,2009,Action,55.0,7.5,T
Urban Reign,PS2,2005,Action,60.0,8.2,T
Soul Bubbles,DS,2008,Puzzle,78.0,8,E
Resident Evil 3: Nemesis,GC,2003,Action,62.0,8.3,M
All-Star Baseball 2004,GC,2003,Sports,80.0,9.2,E
Bangai-O Spirits,DS,2008,Shooter,83.0,8.1,E10+
Lost in Blue: Shipwrecked,Wii,2008,Adventure,54.0,6,E10+
Madden NFL 08,GC,2007,Sports,75.0,7,E
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,71.0,7.7,E
Infernal: Hell's Vengeance,X360,2009,Shooter,35.0,5.3,M
Pitfall: The Lost Expedition,GC,2004,Platform,73.0,8.6,E
Duke Nukem: Land of the Babes,PS,2000,Shooter,37.0,6.8,M
Puchi Puchi Virus,DS,2007,Puzzle,73.0,4.2,E
Need For Speed: Undercover,PC,2008,Racing,65.0,4.9,T
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,75.0,8,T
Vietcong: Purple Haze,XB,2004,Shooter,57.0,8.4,M
Conflict: Desert Storm,GC,2003,Shooter,62.0,8.4,T
P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,71.0,6.6,E
Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,75.0,8.3,E
Far Cry Instincts Evolution,XB,2006,Shooter,78.0,6.3,M
Medal of Honor: Underground,GBA,2002,Shooter,46.0,1.7,T
Cosmic Family,Wii,2007,Misc,54.0,5.7,E
Dynasty Warriors 3,XB,2002,Action,70.0,8.9,T
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,79.0,5.4,T
In The Groove,PS2,2005,Misc,72.0,9,E
The Legend of Kage 2,DS,2008,Action,70.0,6.3,E10+
Baroque,Wii,2008,Role-Playing,50.0,8.1,T
Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,74.0,7.5,E
Agatha Christie: And Then There Were None,Wii,2008,Adventure,50.0,6.2,T
Futurama,PS2,2003,Platform,59.0,6.6,T
The History Channel: Battle for the Pacific,PS3,2008,Shooter,36.0,2.4,T
Rayman 3: Hoodlum Havoc,XB,2003,Platform,75.0,7.9,E
Superman Returns,DS,2006,Action,33.0,4.9,E
Super Ghouls 'n Ghosts,GBA,2002,Platform,78.0,8.8,E
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,60.0,8,E10+
Need for Speed Underground 2,PC,2004,Racing,82.0,8.5,T
Gladius,GC,2003,Strategy,82.0,8.8,T
The Hustle: Detroit Streets,PSP,2005,Sports,51.0,5.3,T
Blood Drive,PS3,2010,Racing,47.0,7,M
Torchlight,PC,2009,Role-Playing,83.0,8,T
Pac-Man World 3,PSP,2005,Platform,61.0,6,E
Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,70.0,8.2,T
F.E.A.R. 2: Project Origin,PC,2009,Shooter,79.0,7.8,M
Godai: Elemental Force,PS2,2002,Action,27.0,3.8,T
Still Life,XB,2005,Adventure,70.0,8.2,M
Big Mutha Truckers 2,XB,2005,Racing,50.0,3.4,M
I-Ninja,XB,2003,Platform,75.0,8.4,T
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,82.0,8.6,T
Kessen III,PS2,2004,Strategy,73.0,8.1,T
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,61.0,7,T
Aero Elite: Combat Academy,PS2,2002,Simulation,64.0,7,E
Wrath Unleashed,PS2,2004,Strategy,64.0,6,T
Divinity II: Ego Draconis,PC,2009,Role-Playing,72.0,7.7,M
Commandos 2: Men of Courage,XB,2002,Strategy,67.0,8.4,T
Emergency 2012,PC,2010,Simulation,61.0,6.2,T
Overlord: Minions,DS,2009,Puzzle,58.0,5.5,E10+
Alvin and the Chipmunks,PS2,2007,Misc,33.0,4.5,E
Hearts of Iron III,PC,2009,Strategy,77.0,7.1,E10+
Kengo: Legend of The 9,X360,2006,Fighting,38.0,4.1,M
Romance of the Three Kingdoms XI,PS2,2007,Strategy,69.0,8.4,E10+
Hammerin' Hero,PSP,2008,Action,73.0,7.3,E10+
TMNT: Mutant Melee,GC,2005,Fighting,44.0,2.8,T
Combat: Task Force 121,XB,2005,Shooter,44.0,8.5,M
Stacked with Daniel Negreanu,PS2,2006,Misc,63.0,5.3,T
Circus Maximus: Chariot Wars,XB,2002,Racing,67.0,5,T
Serious Sam: Next Encounter,PS2,2004,Shooter,65.0,7.8,M
Tom Clancy's Ghost Recon 2,GC,2005,Shooter,54.0,1.4,T
Monster Racers,DS,2009,Racing,70.0,9,E
Speed Zone,Wii,2009,Racing,37.0,3.8,E
James Cameron's Dark Angel,XB,2002,Action,47.0,8.3,T
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,37.0,5.9,M
Operation Darkness,X360,2007,Role-Playing,46.0,7,M
Galerians: Ash,PS2,2002,Adventure,50.0,7.9,T
R-Type Command,PSP,2007,Strategy,69.0,6.5,E10+
Haunting Ground,PS2,2005,Action,67.0,8.8,M
Robocalypse,DS,2008,Strategy,78.0,8.6,E10+
Homie Rollerz,DS,2008,Racing,23.0,2.4,E
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,50.0,7,T
Romance of the Three Kingdoms IX,PS2,2003,Strategy,74.0,8.9,E
Second Sight,XB,2004,Adventure,75.0,8,T
Vanguard Bandits,PS,1998,Strategy,62.0,7.4,T
MLB Front Office Manager,X360,2009,Sports,47.0,4.6,E
Silent Hill: Origins,PS2,2008,Action,70.0,7.4,M
Harry Potter and the Sorcerer's Stone,XB,2003,Action,59.0,6,E
Damnation,X360,2009,Shooter,36.0,5.6,M
Samurai Warriors,XB,2004,Action,71.0,9,T
FIFA Soccer 2004,GC,2003,Sports,83.0,6.2,E
Record of Agarest War,PS3,2007,Role-Playing,67.0,6.8,T
SNK Arcade Classics Vol. 1,Wii,2008,Misc,73.0,8,T
Dave Mirra BMX Challenge,PSP,2006,Sports,32.0,4.6,E
Rayman 3: Hoodlum Havoc,GC,2003,Platform,77.0,8.3,E
The Guy Game,XB,2004,Misc,47.0,5.4,M
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,61.0,7.4,T
Open Season,Wii,2006,Platform,49.0,5.6,E10+
Crimson Sea 2,PS2,2004,Action,75.0,8.3,T
Digimon World Championship,DS,2008,Role-Playing,49.0,6.5,E
RayStorm,PS,1997,Shooter,79.0,7.8,E
Catwoman,GC,2004,Action,47.0,6.1,T
Colosseum: Road to Freedom,PS2,2005,Role-Playing,56.0,8.3,M
Football Manager 2010,PC,2009,Sports,87.0,9,E
Target: Terror,Wii,2008,Shooter,33.0,2.7,M
BeatMania,PS2,2006,Simulation,67.0,8.9,E10+
Silpheed: The Lost Planet,PS2,2000,Shooter,72.0,7.5,T
Real Time Conflict: Shogun Empires,DS,2005,Strategy,35.0,5.6,E10+
Spartan: Total Warrior,GC,2005,Action,73.0,8.3,M
Pitfall: The Lost Expedition,XB,2004,Platform,73.0,7.8,E
River City Ransom EX,GBA,2004,Action,75.0,8.4,T
Bionicle Heroes,X360,2006,Shooter,59.0,5.9,E10+
Fable: The Lost Chapters,PC,2005,Role-Playing,83.0,8.7,M
Crazy Taxi 2,DC,2001,Racing,82.0,8.1,T
The Sims 2: Seasons,PC,2007,Simulation,78.0,7.3,T
Robot Alchemic Drive,PS2,2002,Action,79.0,8.2,T
Tomb Raider: Legend,DS,2006,Action,58.0,8,T
Warhammer: Battle For Atluma,PSP,2006,Action,55.0,7.4,T
Operation: Vietnam,DS,2007,Shooter,65.0,6.3,T
Fighter Maker 2,PS2,2002,Fighting,58.0,7.8,T
Lifeline,PS2,2003,Adventure,61.0,7.7,M
Dragon Valor,PS,1999,Role-Playing,57.0,8.3,T
NHL 2005,GC,2004,Sports,75.0,5.6,E
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,88.0,8.2,E
Anubis II,Wii,2007,Platform,19.0,2.7,E
Dragoneer's Aria,PSP,2007,Role-Playing,56.0,6,E10+
N+,DS,2007,Platform,82.0,7.4,E
Obscure,PS2,2004,Adventure,65.0,8.9,M
Sega Soccer Slam,GC,2002,Sports,84.0,7.7,E
Deep Labyrinth,DS,2006,Action,57.0,8.8,E10+
Spawn: Armageddon,GC,2003,Action,61.0,7.2,M
God Hand,PS2,2006,Action,73.0,7.7,M
Legends of Wrestling II,GBA,2002,Fighting,24.0,3.7,E
Jurassic Park: Operation Genesis,XB,2003,Simulation,69.0,8.8,T
RedCard 20-03,PS2,2002,Sports,73.0,9,E
Future Tactics: The Uprising,PS2,2004,Strategy,61.0,6,T
Driver: Parallel Lines,XB,2006,Racing,69.0,4.6,M
Batman: Rise of Sin Tzu,GBA,2003,Action,63.0,6.8,E
World Racing,XB,2003,Racing,56.0,8.1,E
Resident Evil 5,PC,2009,Action,86.0,7.1,M
X-Men: The Official Game,GBA,2006,Action,55.0,9.3,E10+
The King of Fighters 02/03,PS2,2005,Fighting,73.0,8.8,T
Armored Core: Nine Breaker,PS2,2004,Simulation,57.0,8.2,T
Worms 3D,GC,2003,Strategy,69.0,7.6,T
TRON: Evolution,PC,2010,Action,57.0,6,T
WipEout HD Fury,PS3,2009,Racing,89.0,8.4,E10+
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,64.0,4.1,M
"Flower, Sun, and Rain",DS,2008,Adventure,54.0,7.1,T
Gunstar Super Heroes,GBA,2005,Shooter,83.0,8.5,E10+
Worms Forts: Under Siege,XB,2004,Strategy,67.0,8,T
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,71.0,8,M
Prince of Persia: The Fallen King,DS,2008,Action,64.0,6,E
NHL Hitz Pro,XB,2003,Sports,81.0,8.8,E
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,54.0,6.3,E10+
Wings of War,XB,2004,Simulation,62.0,5,T
187: Ride or Die,XB,2005,Racing,51.0,6.9,M
RPG Maker 3,PS2,2004,Role-Playing,69.0,7.9,E10+
Kabuki Warriors,XB,2001,Action,32.0,2.5,M
World Poker Tour,XB,2005,Misc,63.0,7.8,T
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,81.0,8.5,T
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,41.0,2.4,E10+
NanoBreaker,PS2,2005,Action,51.0,6.7,M
Bionicle,XB,2003,Action,49.0,1.5,E
Miami Vice: The Game,PSP,2006,Shooter,63.0,7,M
BMX XXX,GC,2002,Sports,60.0,5,M
Aggressive Inline,XB,2002,Sports,85.0,7.7,T
Insecticide,DS,2008,Action,55.0,7,E10+
XGRA: Extreme G Racing Association,PS2,2003,Racing,68.0,8.6,T
Tournament of Legends,Wii,2010,Fighting,45.0,6.9,T
Escape from Bug Island,Wii,2006,Action,37.0,5,M
Gradius Collection,PSP,2006,Shooter,76.0,8.5,E
Gallop Racer 2004,PS2,2004,Sports,70.0,8.7,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,45.0,7.8,T
F1 2001,XB,2001,Racing,83.0,5.5,E
Crimson Gem Saga,PSP,2008,Role-Playing,78.0,7.5,T
Legend of the Dragon,Wii,2007,Fighting,37.0,4.8,T
Cel Damage,GC,2002,Racing,67.0,6.8,T
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,59.0,4.2,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,68.0,6.2,T
Tokobot,PSP,2005,Platform,72.0,7.3,E
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,32.0,5.8,M
NHL 2K9,Wii,2008,Sports,65.0,5.4,E10+
"Warhammer 40,000: Squad Command",DS,2007,Strategy,57.0,7.9,T
Bionicle Heroes,DS,2006,Shooter,72.0,6.4,T
Mystic Heroes,PS2,2002,Action,67.0,8.6,T
Jurassic Park III: Park Builder,GBA,2001,Simulation,65.0,8,E
Showtime Championship Boxing,Wii,2007,Fighting,35.0,4.7,E10+
Bomberman Land,PSP,2007,Misc,55.0,7.8,E
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,68.0,7.8,E10+
From The Abyss,DS,2008,Role-Playing,59.0,8,E
Giants: Citizen Kabuto,PS2,2001,Shooter,79.0,6.9,T
LEGO Batman: The Videogame,PC,2008,Action,80.0,7.8,E10+
Alone in the Dark,PS2,2008,Adventure,47.0,5.4,M
Muppets Party Cruise,PS2,2003,Misc,61.0,8,E
Cold Fear,XB,2005,Action,71.0,7.6,M
Theme Park,DS,2007,Simulation,72.0,7.6,E
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,77.0,8.1,M
Blur,PC,2010,Racing,81.0,7.4,E10+
Alien Syndrome,Wii,2007,Role-Playing,48.0,7.1,T
Vexx,GC,2003,Platform,71.0,7.3,T
Secret Files: Tunguska,Wii,2008,Adventure,65.0,7.6,T
Unreal Tournament III,PC,2007,Shooter,83.0,8,M
Disney Sports Skateboarding,GC,2002,Sports,36.0,4.7,E
Terminator 3: The Redemption,XB,2004,Shooter,66.0,8.6,T
Arkanoid DS,DS,2007,Puzzle,61.0,7,E
Call of Duty 2,PC,2005,Shooter,86.0,8.4,T
Big Bang Mini,DS,2009,Shooter,78.0,8.2,E
Serious Sam II,XB,2005,Shooter,72.0,6.7,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,64.0,8.1,E
The Witcher,PC,2007,Role-Playing,81.0,8.8,M
Coded Arms: Contagion,PSP,2007,Shooter,56.0,6.6,T
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,80.0,8.7,M
Create,PC,2010,Action,54.0,6.8,E
Commandos: Strike Force,PS2,2006,Shooter,58.0,8.5,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,57.0,8.6,T
Guilty Gear X: Advance Edition,GBA,2002,Fighting,67.0,5.9,T
Warriors of the Lost Empire,PSP,2007,Role-Playing,52.0,7.4,T
Star Trek: Tactical Assault,DS,2006,Strategy,63.0,7,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,44.0,2.5,E
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,80.0,7.8,T
Resident Evil - Code: Veronica X,GC,2003,Action,62.0,8.5,M
Trapt,PS2,2005,Action,60.0,7.9,M
Worms 3D,XB,2003,Strategy,69.0,8.4,T
PoPoLoCrois,PSP,2005,Role-Playing,66.0,7.4,E
Dragon Rage,PS2,2001,Shooter,50.0,6.4,T
Theresia...,DS,2008,Adventure,61.0,8,M
Sacred 2: Fallen Angel,PC,2008,Role-Playing,71.0,6.9,M
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,58.0,7,E
Jumper: Griffin's Story,X360,2008,Action,29.0,3.3,T
Tron 2.0: Killer App,XB,2004,Action,69.0,4.3,T
The Fast and the Furious,PS2,2006,Racing,59.0,6.6,T
Vampire Rain: Altered Species,PS3,2008,Action,30.0,3.5,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,35.0,6.1,T
Racing Gears Advance,GBA,2004,Racing,83.0,8.9,E
Need for Speed: Shift,PC,2009,Racing,83.0,5.8,E
Mercury Meltdown,PSP,2006,Action,78.0,7.8,E
Zoo Tycoon 2,PC,2004,Strategy,72.0,8.1,E
Brave: A Warrior's Tale,X360,2009,Action,42.0,5,E10+
Fatal Frame,XB,2002,Action,77.0,8.6,T
Urban Chaos: Riot Response,PS2,2006,Shooter,73.0,7.8,M
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,44.0,4.6,T
Ivy the Kiwi?,Wii,2010,Puzzle,74.0,7.2,E
Resident Evil 2,GC,2003,Action,59.0,8.5,M
Catwoman,XB,2004,Action,45.0,4.6,T
Warriors Orochi 2,X360,2008,Action,44.0,8.1,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,69.0,7.5,E10+
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,71.0,9,E
Gun Showdown,PSP,2006,Action,73.0,7.6,M
Tiger Woods PGA Tour 08,DS,2007,Sports,81.0,7.6,E
Constantine,XB,2005,Action,60.0,7.1,M
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,64.0,7.1,M
Samurai Shodown Anthology,Wii,2008,Fighting,74.0,8.2,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,82.0,8.4,M
Nanostray,DS,2005,Shooter,71.0,7.7,E
Samurai Jack: The Shadow of Aku,PS2,2004,Action,59.0,8.4,T
Lost Kingdoms II,GC,2003,Role-Playing,68.0,9.1,T
Aggressive Inline,GC,2002,Sports,88.0,7.8,T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,62.0,6.9,T
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,60.0,6.9,E10+
The Sims 2: University,PC,2005,Simulation,81.0,7.8,T
Generation of Chaos,PSP,2005,Role-Playing,60.0,7.7,T
Pump It Up: Exceed,PS2,2005,Misc,73.0,8.4,T
Harry Potter and the Sorcerer's Stone,PC,2001,Action,65.0,7.8,E
Scurge: Hive,DS,2006,Action,70.0,8.6,E10+
NBA Live 07,XB,2006,Sports,69.0,6.8,E
The Saboteur,PC,2009,Action,76.0,8,M
Hail to the Chimp,X360,2008,Misc,52.0,6.1,T
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,68.0,8.2,M
V-Rally 3,PS2,2002,Racing,82.0,7.4,E
Mirror's Edge,PC,2009,Platform,81.0,8.1,T
Titan Quest,PC,2006,Role-Playing,77.0,8.1,T
Amazing Island,GC,2004,Strategy,59.0,6.6,E
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,65.0,7.9,T
Gothic 3,PC,2006,Role-Playing,63.0,7.3,T
Alvin and the Chipmunks,Wii,2007,Misc,30.0,3.6,E
Final Fight: Streetwise,PS2,2006,Action,43.0,6.2,M
Speed Kings,XB,2003,Racing,60.0,8.8,E
Rebelstar: Tactical Command,GBA,2005,Strategy,78.0,9.1,E10+
F1 2010,PC,2010,Racing,84.0,6.6,E
Gladiator: Sword of Vengeance,XB,2003,Action,65.0,7.1,M
Bombastic,PS2,2002,Puzzle,72.0,7.2,E
Coraline,Wii,2009,Action,42.0,5.5,E10+
Wing Commander: Prophecy,GBA,2003,Simulation,70.0,8.3,T
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,69.0,7.2,M
Sega Soccer Slam,XB,2002,Sports,80.0,8.5,E
Front Mission Evolved,PC,2010,Shooter,63.0,5.1,T
Dynasty Warriors 5,XB,2005,Action,66.0,8,T
Rez,PS2,2001,Shooter,78.0,8.3,E
Neverland Card Battles,PSP,2008,Role-Playing,57.0,7.8,T
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,76.0,8.3,E
UEFA Euro 2004: Portugal,XB,2004,Sports,74.0,8.1,E
Medabots: Infinity,GC,2003,Role-Playing,51.0,8,E
NFL Blitz Pro,XB,2003,Sports,71.0,6.6,E
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,58.0,7.5,E
Death Jr. II: Root of Evil,PSP,2006,Platform,68.0,7.3,T
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,80.0,8.8,E
Samurai Champloo: Sidetracked,PS2,2006,Action,66.0,7.2,T
Medal of Honor: Airborne,PC,2007,Shooter,78.0,7.3,T
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,67.0,6.8,E
Virtua Striker 2002,GC,2002,Sports,58.0,6,E
UEFA Champions League 2006-2007,X360,2007,Sports,72.0,8.2,E
Aliens in the Attic,DS,2009,Action,58.0,6,E10+
Otogi 2: Immortal Warriors,XB,2003,Action,79.0,8.3,T
Legend of Kay,PS2,2005,Action,72.0,7.3,E10+
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,49.0,6.3,T
Piglet's Big Game,GC,2003,Platform,70.0,8,E
Tom Clancy's HAWX 2,PC,2010,Action,66.0,3.8,T
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,66.0,5.5,M
IndyCar Series,XB,2003,Racing,71.0,7.8,E
Ferrari F355 Challenge,PS2,2002,Racing,70.0,4.4,E
Shifters,PS2,2002,Adventure,37.0,5.9,T
TNA iMPACT: Cross the Line,PSP,2010,Fighting,50.0,6.5,T
Venetica,PC,2009,Role-Playing,61.0,6.8,T
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,76.0,4.9,M
MorphX,X360,2010,Shooter,33.0,6.6,M
Sigma Star Saga,GBA,2005,Role-Playing,68.0,8.2,E10+
FIFA Soccer 2004,GBA,2003,Sports,82.0,7.9,E
Disney's Party,GC,2002,Misc,39.0,7.8,E
Nanostray 2,DS,2008,Shooter,75.0,7.8,E
Dokapon Journey,DS,2008,Role-Playing,60.0,7,E10+
Metal Slug Anthology,PSP,2007,Shooter,78.0,7.4,T
Phantom Crash,XB,2002,Simulation,74.0,8.3,T
Yanya Caballista: City Skater,PS2,2001,Sports,58.0,6.3,E
The Typing of the Dead,DC,2000,Shooter,83.0,7.8,M
Jenga World Tour,Wii,2007,Misc,26.0,2.8,E
Tenchu: Dark Secret,DS,2006,Action,37.0,5.1,T
Shrek Super Party,GC,2003,Misc,40.0,7.3,E
Second Sight,GC,2004,Adventure,77.0,8.5,T
Rave Master,GC,2002,Fighting,60.0,6.3,T
